fish,event,set,troughIn,troughOut,gearDepth,gearType,fl,circ,hookLoc,clip,dna,gill,scaleBook,scaleNumber,pitLeader,pitID,floy,acoustic,acousticType,injury,scaleLoss,finDam,E1,E2,vor,tailGrab,bodyFlex,vent,ori,comment
CK1283,CT2022_rec10,rec10,1041,1043,23,spoon,55,28,eye,Y,22_450,NA,1022030,5-Jan,989.001042,46203,NA,NA,NA,2,1,2,1,0.9,0,0,0,0,0,
CK1284,CT2022_rec11,rec11,1107,1109,23,spoon,59,32,corner,N,22_451,NA,1022030,10-Jun,989.001042,46204,NA,NA,NA,2,1,2,3.6,2.7,0,0,0,0,0,
CK1285,CT2022_rec12,rec12,1131,1133,22,spoon,61,35,corner,Y,22_452,NA,1022030,15-Nov,989.001042,46196,NA,NA,NA,2,1,3,6,5.6,0,0,0,0,0,blood
CK1286,CT2022_rec13,rec13,1217,1219,22,spoon,62,34,foul,N,22_453,NA,1022030,16-20,989.001042,46227,NA,NA,NA,0,1,2,4.6,4.5,0,0,0,0,0,
CK1287,CT2023_001,1,648,654,24,flasher,71,36,lower jaw,Y,23_001,NA,1022031,5-Jan,989.001042,46175,499,9508,V13,2,1,1,0.9,0.4,0,0,0,0,0,
CK1288,CT2023_001,1,655,658,24,flasher,63,34,lower jaw,Y,23_002,NA,1022031,10-Jun,989.001042,46176,NA,NA,NA,1,0,0,1.3,0.9,0,0,0,0,0,
CK1289,CT2023_001,1,715,717,24,flasher,56,32,eye,Y,23_003,NA,1022031,15-Nov,989.001042,46193,NA,NA,NA,2,1,1,1.4,1,0,0,0,0,0,
CK1290,CT2023_002,2,718,724,24,flasher,77,43,lower jaw,N,23_004,NA,1022031,16-20,989.001042,46239,501,9007,V13_redeployed,2,1,1,1.2,1.6,0,0,0,0,0,blood
CK1291,CT2023_002,2,724,727,24,flasher,59,34,lower jaw,Y,23_005,NA,1022031,21-25,989.001042,46220,NA,NA,NA,0,0,0,1,1.8,0,0,0,0,0,
CK1292,CT2023_002,2,733,735,24,flasher,59,31,lower jaw,Y,23_006,NA,1022031,26-30,989.001042,46190,NA,NA,NA,0,0,0,0.5,0.4,0,0,0,0,0,
CK1293,CT2023_002,2,739,742,24,flasher,62,34,snout,Y,23_007,NA,1022031,31-35,989.001042,46194,NA,NA,NA,2,0,0,0.3,0.3,0,0,0,0,0,
CK1294,CT2023_002,2,747,750,24,flasher,70,40,lower jaw,Y,23_008,NA,1022031,36-40,989.001042,46180,497,9506,V13,1,0,2,4.1,4.8,0,0,0,0,0,
CK1295,CT2023_003,3,807,810,24,flasher,67,40,lower jaw,Y,23_009,NA,1022031,41-45,989.001042,46155,500,9509,V13,0,0,0,NA,NA,0,0,0,0,0,fatmeter died
CK1296,CT2023_003,3,816,820,24,flasher,74,41,eye,Y,23_010,NA,1022031,46-50,989.001042,46159,496,9505,V13,1,0,0,NA,NA,0,0,0,0,0,fatmeter died
CK1297,CT2023_006,6,949,951,24,flasher,58,29,corner,Y,23_011,NA,1022032,5-Jan,989.001042,46179,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,fatmeter died
CK1298,CT2023_008,8,1427,1431,26,flasher,63,33,corner,N,23_012,NA,1022032,10-Jun,989.001042,46251,502,60768,V13_redeployed,2,0,0,0.9,0.9,0,0,0,0,0,
CK1299,CT2023_011,11,657,659,20,flasher,54,27,corner,Y,23_021,NA,1022032,15-Nov,989.001042,46222,NA,NA,NA,0,0,1,NA,NA,0,0,0,0,0,fatmeter died
CK1300,CT2023_011,11,700,702,10,spoon,60,35,corner,N,23_022,NA,1022032,16-20,989.001042,46189,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,fatmeter died
CK1301,CT2023_012,12,714,716,20,flasher,60,32,corner,N,23_023,NA,1022032,21-25,989.001042,46197,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,fatmeter died
CK1302,CT2023_012,12,716,719,18,spoon,61,35,corner,Y,23_024,NA,1022032,26-30,989.001042,46170,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,fatmeter died
CK1303,CT2023_013,13,759,802,20,flasher,60,32,corner,N,23_025,NA,1022032,31-35,989.001042,46207,NA,NA,NA,0,0,1,NA,NA,0,0,0,0,0,fatmeter died
CK1304,CT2023_024,24,1327,1331,22,flasher,81,44,corner,N,23_026,NA,1022032,36-40,989.001042,46187,491,9500,V13,0,0,1,NA,NA,0,0,0,0,0,fatmeter died
CK1305,CT2023_024,24,1332,1336,22,flasher,73,40,corner,N,23_027,NA,1022032,41-45,989.001042,46157,492,9501,V13,0,2,1,NA,NA,0,0,0,0,0,fatmeter died
CK1306,CT2023_032,32,708,712,18,flasher,63,34,lower jaw,N,23_028,NA,1022033,5-Jan,989.001042,46198,NA,NA,NA,2,1,2,3.9,2.8,0,0,0,0,0,
CK1307,CT2023_033,33,726,730,16,spoon,72,41,corner,Y,23_029,NA,1022033,10-Jun,989.001042,46174,493,9502,V13,1,1,1,4.8,5.2,0,0,0,0,0,
CK1308,CT2023_034,34,806,809,18,flasher,60,35,lower jaw,Y,23_030,NA,1022033,15-Nov,989.001042,46160,NA,NA,NA,0,1,2,1.5,1.8,0,0,0,0,0,
CK1309,CT2023_044,44,1251,1254,16,spoon,78,45,corner,Y,23_031,NA,1022033,16-20,989.001042,46229,494,9503,V13,0,1,1,2.7,3.1,0,0,0,0,0,
CK1310,CT2023_044,44,1255,1258,18,flasher,73,40,corner,N,23_032,NA,1022033,21-25,989.001042,46192,495,9504,V13,0,1,1,0.8,1.1,0,0,0,0,0,
CK1311,CT2023_047,47,1419,1421,18,flasher,48,24,corner,N,23_033,NA,1022033,26-30,989.001042,46245,NA,NA,NA,0,0,0,0.4,0.5,0,0,0,0,0,
CK1312,CT2023_047,47,1435,1439,18,spoon,71,39,corner,Y,23_034,NA,1022033,31-35,989.001042,46163,498,9507,V13,0,1,1,2.1,2.7,0,0,0,0,0,
CK1313,CT2023_049,49,812,814,24,flasher,65,35,corner,Y,23_041,NA,1022034,5-Jan,NA,NA,NA,NA,NA,2,1,1,3.5,3.7,0,0,0,0,0,
CK1314,CT2023_049,49,816,819,22,spoon,59,29,corner,N,23_042,NA,1022034,10-Jun,989.001042,46236,NA,NA,NA,1,1,1,0.5,0.6,0,0,0,0,0,
CK1315,CT2023_049,49,819,823,24,flasher,82,46,corner,N,23_043,NA,1022034,15-Nov,989.001042,46188,507,9510,V13,0,1,1,4.7,5.2,0,0,0,0,0,
CK1316,CT2023_049,49,824,827,22,spoon,73,46,corner,N,23_044,NA,1022034,16-20,989.001042,46226,508,9511,V13,0,2,1,4.1,5.4,0,0,0,0,0,
CK1317,CT2023_049,49,828,832,16,flasher,79,46,corner,N,23_045,NA,1022034,21-25,989.001042,46164,509,9512,V13,0,1,2,9,9,0,0,0,0,0,
CK1318,CT2023_050,50,833,835,16,flasher,64,38,corner,N,23_046,NA,1022034,26-30,989.001042,46237,NA,NA,NA,0,1,1,5.7,5,0,0,0,0,0,
CK1319,CT2023_050,50,837,841,20,spoon,78,43,corner,Y,23_047,NA,1022034,31-35,989.001042,46242,510,9513,V13,0,2,1,4.6,4.5,0,0,0,0,0,
CK1320,CT2023_050,50,842,846,16,spoon,73,43,eye,Y,23_048,NA,1022034,36-40,989.001042,46200,505,5164,V13_redeploy,3,0,1,4.6,5.5,0,0,0,0,0,
CK1321,CT2023_050,50,847,850,24,flasher,71,39,corner,Y,23_049,NA,1022034,41-45,989.001042,46202,506,15333,V13,0,1,1,2.2,2.4,0,0,0,0,0,RECAPTURED (see file)
CK1322,CT2023_050,50,850,855,16,flasher,73,40,eye,N,23_050,NA,1022034,46-50,989.001042,46252,504,60763,V13_redeploy,3,1,1,2.5,3.2,0,0,0,0,0,
CK1323,CT2023_051,51,907,912,24,flasher,71,39,corner,Y,23_051,NA,1022035,5-Jan,989.001042,46250,511,9514,V13,1,2,2,2.9,3.2,0,0,0,0,0,RECAPTURED (see file)
CK1324,CT2023_051,51,912,914,24,flasher,63,34,corner,N,23_052,NA,1022035,10-Jun,989.001042,44892,NA,NA,NA,0,2,0,2,1.9,0,0,0,0,0,
CK1325,CT2023_051,51,929,932,24,flasher,61,34,corner,Y,23_053,NA,1022035,15-Nov,989.001042,44915,NA,NA,NA,2,1,1,2,1.9,0,0,0,0,0,blood
CK1326,CT2023_052,52,948,951,14,spoon,62,33,corner,N,23_054,NA,1022035,16-20,989.001042,44857,NA,NA,NA,0,0,0,1.7,1.6,0,0,0,0,0,
CK1327,CT2023_052,52,951,955,18,flasher,68,38,lower jaw,Y,23_055,NA,1022035,21-25,989.001042,44938,513,15331,V13,0,1,0,4,3.9,0,0,0,0,0,
CK1328,CT2023_052,52,1003,1006,14,spoon,59,32,corner,Y,23_056,NA,1022035,26-30,989.001042,44897,NA,NA,NA,0,1,0,0.7,0.8,0,0,0,0,0,
CK1329,CT2023_053,53,1008,1011,22,spoon,59,30,lower jaw,Y,23_057,NA,1022035,31-35,989.001042,44945,NA,NA,NA,0,1,0,0.9,0.9,0,0,0,0,0,
CK1330,CT2023_053,53,1017,1020,26,flasher,58,33,eye,N,23_058,NA,1022035,36-40,989.001042,44880,NA,NA,NA,3,0,0,1.6,1,0,0,0,0,0,
CK1331,CT2023_053,53,1022,1026,18,flasher,84,47,snout,Y,23_059,NA,1022035,41-45,989.001042,44941,512,15332,V13,1,1,1,8.2,9.7,0,0,0,0,0,
CK1332,CT2023_053,53,1028,1030,14,spoon,58,30,corner,N,23_060,NA,1022035,46-50,989.001042,44929,NA,NA,NA,0,1,0,0.4,0.4,0,0,0,0,0,
CK1333,CT2023_054,54,1037,1041,14,spoon,69,35,corner,N,23_061,NA,1022036,5-Jan,989.001042,44917,514,15330,V13,1,1,1,0.8,0.9,0,0,0,0,0,
CK1334,CT2023_054,54,1041,1045,18,flasher,71,39,corner,Y,23_062,NA,1022036,10-Jun,989.001042,44940,515,15329,V13,2,2,1,1.8,1.7,0,0,0,0,0,
CK1335,CT2023_054,54,1046,1050,26,flasher,78,44,lower jaw,N,23_063,NA,1022036,15-Nov,989.001042,44854,503,5160,V13_redeploy,2,1,1,7.3,8,0,0,0,0,0,blood
CK1336,CT2023_055,55,1103,1108,22,spoon,65,36,lower jaw,Y,23_064,NA,1022036,16-20,989.001042,44909,524,8978,V13_redeploy,2,1,1,2.5,2.6,0,0,0,0,0,
CK1337,CT2023_055,55,1114,1117,18,flasher,59,32,corner,N,23_065,NA,1022036,21-25,989.001042,44881,NA,NA,NA,1,1,1,0.9,1.1,0,0,0,0,0,
CK1338,CT2023_056,56,1155,1159,26,flasher,66,36,lower jaw,N,23_066,NA,1022036,26-30,989.001042,44859,518,15325,V13,1,1,1,2.3,2.2,0,0,0,0,0,
CK1339,CT2023_057,57,1218,1219,26,flasher,58,30,lower jaw,Y,23_067,NA,1022036,31-35,989.001042,44948,NA,NA,NA,0,0,0,0.3,0.4,0,0,0,0,0,
CK1340,CT2023_058,58,1241,1244,26,flasher,73,38,corner,N,23_070,NA,1022036,36-40,989.001042,44905,516,15324,V13,0,0,0,2.4,2.2,0,0,0,0,0,
CK1341,CT2023_058,58,1248,1251,22,spoon,71,41,corner,N,23_068,NA,1022036,41-45,989.001042,44924,519,15326,V13,1,1,1,4.9,4.6,0,0,0,0,0,
CK1342,CT2023_059,59,1305,1310,16,flasher,76,43,corner,N,23_069,NA,1022036,46-50,989.001042,44891,520,15327,V13,0,3,1,5,4.8,0,0,0,0,0,
CK1343,CT2023_059,59,1310,1315,24,spoon,74,43,corner,Y,23_071,NA,1022037,5-Jan,989.001042,44911,521,15328,V13,0,2,1,4.9,5.1,0,0,0,0,0,RECAPTURED (see file)
CK1344,CT2023_059,59,1331,1333,24,spoon,63,35,corner,Y,23_072,NA,1022037,10-Jun,989.001042,44937,NA,NA,NA,0,1,1,0.9,0.6,0,0,0,0,0,
CK1345,CT2023_060,60,1335,1337,28,flasher,64,37,corner,Y,23_073,NA,1022037,15-Nov,989.001042,44864,NA,NA,NA,2,1,0,1.1,1,0,0,0,0,0,
CK1346,CT2023_060,60,1346,1350,20,flasher,67,39,corner,Y,23_074,NA,1022037,16-20,989.001042,44874,522,15319,V13,1,1,0,2.8,2.9,0,0,0,0,0,
CK1347,CT2023_060,60,1350,1354,24,spoon,67,39,lower jaw,Y,23_075,NA,1022037,21-25,989.001042,44906,525,5151,V13_redeploy,2,1,0,5.3,5.7,0,0,0,0,0,blood
CK1348,CT2023_060,60,1355,1358,28,flasher,68,37,corner,N,23_076,NA,1022037,26-30,989.001042,44889,523,15320,V13,0,1,1,2,2,0,0,0,0,0,
CK1349,CT2023_061,61,1414,1417,28,flasher,56,29,corner,Y,23_077,NA,1022037,31-35,989.001042,44899,NA,NA,NA,0,0,0,0.6,0.5,0,0,0,0,0,
CK1350,CT2023_061,61,1420,1422,20,flasher,57,29,corner,Y,23_078,NA,1022037,36-40,989.001042,44877,NA,NA,NA,0,0,0,0.6,0.8,0,0,0,0,0,
CK1351,CT2023_061,61,1423,1426,24,spoon,62,35,corner,N,23_079,NA,1022037,41-45,989.001042,44871,NA,NA,NA,0,1,0,2.2,2.3,0,0,0,0,0,
CK1352,CT2023_062,62,1437,1441,12,spoon,68,40,corner,N,23_080,NA,1022037,46-50,989.001042,44896,524,15321,V13,0,1,1,3.7,3.3,0,0,0,0,0,
CK1353,CT2023_063,63,828,833,20,spoon,72,43,corner,Y,23_081,NA,1022038,5-Jan,989.001042,44872,527,15322,V13,0,1,1,7.9,8.4,0,0,0,0,0,
CK1354,CT2023_063,63,834,837,16,spoon,60,34,corner,N,23_082,NA,1022038,10-Jun,989.001042,44883,NA,NA,NA,0,1,1,1.4,1.2,0,0,0,0,0,
CK1355,CT2023_063,63,838,842,28,flasher,75,43,corner,N,23_083,NA,1022038,15-Nov,989.001042,44863,528,15323,V13,0,1,2,4.3,5.1,0,0,0,0,0,
CK1356,CT2023_064,64,852,857,28,flasher,77,46,corner,Y,23_084,NA,1022038,16-20,989.001042,44939,530,15314,V13,1,2,1,7.4,8.3,0,0,0,0,0,
CK1357,CT2023_064,64,902,907,28,flasher,71,37,eye,N,23_085,NA,1022038,21-25,989.001042,44893,540,8987,V13_redeploy,3,0,0,4.1,4.3,0,0,0,0,0,
CK1358,CT2023_065,65,908,912,28,flasher,61,34,corner,Y,23_086,NA,1022038,26-30,989.001042,44886,NA,NA,NA,0,1,0,0.6,0.6,0,0,0,0,0,
CK1359,CT2023_065,65,912,914,28,flasher,60,35,corner,Y,23_087,NA,1022038,31-35,989.001042,44952,NA,NA,NA,0,1,0,1.7,2,0,0,0,0,0,
CK1360,CT2023_065,65,918,920,28,flasher,62,33,lower jaw,N,23_088,NA,1022038,36-40,989.001042,44888,NA,NA,NA,2,0,0,0.8,0.8,0,0,0,0,0,
CK1361,CT2023_065,65,930,932,28,flasher,58,30,corner,N,23_089,NA,1022038,41-45,989.001042,44934,NA,NA,NA,0,0,0,1.5,1.7,0,0,0,0,0,
CK1362,CT2023_066,66,941,943,28,flasher,59,31,eye,N,23_090,NA,1022038,46-50,989.001042,44931,NA,NA,NA,2,0,0,0.8,0.8,0,0,0,0,0,
CK1363,CT2023_066,66,959,1001,16,spoon,63,33,corner,Y,23_091,NA,1022039,5-Jan,989.001042,44923,NA,NA,NA,0,1,0,1,1,0,0,0,0,0,
CK1364,CT2023_067,67,1003,1012,28,flasher,70,42,corner,Y,23_092,NA,1022039,10-Jun,989.001042,44913,532,15316,V13,0,1,0,11.9,10.7,0,0,0,0,0,
CK1365,CT2023_069,69,1105,1107,28,flasher,68,35,corner,Y,23_093,NA,1022039,15-Nov,989.001042,44895,NA,NA,NA,3,1,3,0.9,0.7,0,0,0,0,0,predator wound
CK1366,CT2023_070,70,1158,1200,28,flasher,64,37,corner,Y,23_094,NA,1022039,16-20,989.001042,44904,NA,NA,NA,0,1,1,4.7,4.6,0,0,0,1,1,
CK1367,CT2023_071,71,1202,1205,24,spoon,65,37,corner,Y,23_095,NA,1022039,21-25,989.001042,44890,531,15315,V13,1,1,0,0.6,0.8,0,0,0,0,0,
CK1368,CT2023_071,71,1215,1219,28,flasher,67,39,corner,N,23_096,NA,1022039,26-30,989.001042,44951,533,15317,V13,0,3,1,4.2,4.4,0,0,0,0,0,
CK1369,CT2023_071,71,1220,1223,20,flasher,63,36,corner,Y,23_097,NA,1022039,31-35,989.0010303,9997,NA,NA,NA,0,1,1,17,16.3,0,0,0,0,0,
CK1370,CT2023_073,73,1305,1310,20,flasher,76,41,corner,N,23_098,NA,1022039,36-40,989.001042,44921,534,15318,V13,2,1,0,3.2,2,0,0,0,0,0,
CK1371,CT2023_073,73,1311,1314,20,flasher,67,38,corner,Y,23_099,NA,1022039,41-45,989.001042,44930,541,8986,V13_redeploy,0,1,0,5,4.9,0,0,0,0,0,
CK1372,CT2023_073,73,1323,1325,28,flasher,57,32,corner,Y,23_100,NA,1022039,46-50,989.001042,44944,NA,NA,NA,0,0,0,4,3.7,0,0,0,0,0,
CK1373,CT2023_074,74,1350,1352,28,flasher,81,47,corner,Y,23_101,NA,1022040,5-Jan,NA,NA,535,15309,V13,2,2,1,7.2,8.5,0,0,0,0,0,PIT tag lost; tag recaptured
CK1374,CT2023_074,74,1352,1355,28,flasher,67,38,eye,N,23_102,NA,1022040,10-Jun,989.001042,44898,NA,NA,NA,3,1,0,3.9,4.3,0,0,0,0,0,
CK1375,CT2023_075,75,609,612,16,flasher,60,35,corner,Y,23_103,NA,1022040,15-Nov,989.001042,44910,NA,NA,NA,0,2,1,4.3,4.7,0,0,0,0,0,
CK1376,CT2023_075,75,613,616,24,flasher,63,36,corner,Y,23_104,NA,1022040,16-20,989.001042,44875,NA,NA,NA,0,1,2,1.1,1.2,0,0,0,0,0,
CK1377,CT2023_076,76,637,640,24,flasher,55,31,corner,Y,23_105,NA,1022040,21-25,989.001042,44925,NA,NA,NA,0,1,0,0.6,0.5,0,0,0,0,0,
CK1378,CT2023_076,76,649,651,16,flasher,74,43,corner,N,23_106,NA,1022040,26-30,989.001042,44922,536,15310,V13,0,1,1,8.2,8,0,0,0,0,0,
CK1379,CT2023_078,78,735,739,16,flasher,67,37,corner,Y,23_107,NA,1022040,31-35,989.001042,44927,544,6961,V13_redeploy,0,0,0,3.4,3.3,0,0,0,0,0,
CK1380,CT2023_078,78,748,751,16,flasher,63,36,corner,N,23_108,NA,1022040,36-40,989.001042,44926,NA,NA,NA,0,0,0,1.8,2.2,0,0,0,0,0,
CK1381,CT2023_079,79,812,814,16,flasher,61,36,corner,Y,23_109,NA,1022040,41-45,989.001042,44916,NA,NA,NA,0,0,1,3.9,4.2,0,0,0,0,0,
CK1382,CT2023_080,80,847,850,16,flasher,79,48,corner,N,23_110,NA,1022040,46-50,989.001042,44870,537,15311,V13,2,1,1,9.5,9.8,0,0,0,0,0,
CK1383,CT2023_080,80,854,858,16,flasher,67,39,corner,Y,23_111,NA,1022041,5-Jan,989.001042,44950,538,15312,V13,2,1,1,2,2.5,0,0,0,0,0,
CK1384,CT2023_082,82,942,945,16,flasher,55,31,foul,Y,23_112,NA,1022041,10-Jun,NA,NA,NA,NA,NA,3,0,0,1.2,1,0,0,0,0,0,damaged gill
CK1385,CT2023_082,82,955,959,24,flasher,71,42,corner,Y,23_113,NA,1022041,15-Nov,989.001042,44918,539,15313,V13,1,0,1,4.8,4.3,0,0,0,0,0,
CK1386,CT2023_084,84,1033,1035,16,flasher,60,33,corner,N,23_114,NA,1022041,16-20,989.001042,44902,NA,NA,NA,2,0,0,1.9,2.1,0,0,0,0,0,
CK1387,CT2023_087,87,1206,1209,16,flasher,70,40,corner,Y,23_115,NA,1022041,21-25,989.001042,44887,547,17730,V13,0,1,1,5.7,5.3,0,0,0,0,0,RECAPTURED (see file)
CK1388,CT2023_087,87,1215,1218,24,flasher,77,41,corner,N,23_116,NA,1022041,26-30,989.001042,44900,549,17731,V13,2,1,1,4.6,4.3,0,0,0,0,0,
CK1389,CT2023_088,88,1235,1239,24,flasher,67,39,corner,Y,23_117,NA,1022041,31-35,989.001042,44919,543,5163,V13_redeploy,2,1,1,5.9,6.2,0,0,0,0,0,blood; RECAPTURED (see file)
CK1390,CT2023_088,88,1241,1241,16,flasher,59,33,eye,N,23_118,NA,1022041,36-40,989.001042,44912,NA,NA,NA,3,0,0,2,1.6,0,0,0,0,0,
CK1391,CT2023_088,88,1250,1250,20,spoon,66,37,corner,Y,23_119,NA,1022041,41-45,989.001042,44879,553,17732,V13,0,1,1,2.3,2.2,0,0,0,0,0,
CK1392,CT2023_088,88,1259,1259,22,flasher,72,41,eye,N,23_120,NA,1022041,46-50,989.001042,44943,NA,NA,NA,3,0,0,3.7,4,0,0,0,0,0,
CK1393,CT2023_088,88,1305,1305,12,flasher,92,52,lower jaw,N,23_121,NA,1022042,5-Jan,989.001042,44932,551,17733,V13,1,1,1,4.3,5.1,0,0,0,0,0,
CK1394,CT2023_089,89,758,801,26,flasher,59,32,lower jaw,N,23_141,NA,1022043,5-Jan,989.001042,44903,NA,NA,NA,1,1,0,1,0.8,0,0,0,0,0,
CK1395,CT2023_094,94,955,958,20,flasher,59,31,corner,Y,23_142,NA,1022043,10-Jun,989.001042,44866,NA,NA,NA,1,0,0,0.4,0.4,0,0,0,0,0,
CK1396,CT2023_094,94,1034,1039,24,spoon,65,36,corner,N,23_143,NA,1022043,15-Nov,989.001042,44936,545,60766,V13_redeploy,1,2,1,0.6,0.6,0,0,0,0,0,
CK1397,CT2023_095,95,1045,1048,14,spoon,61,34,corner,Y,23_144,NA,1022043,16-20,989.001042,44947,NA,NA,NA,2,1,0,1.8,1.8,0,0,0,0,0,
CK1398,CT2023_098,98,1205,1209,30,flasher,80,43,corner,N,23_145,NA,1022043,21-25,989.001042,44873,552,17734,V13,1,1,1,2.7,3.3,0,0,0,0,0,
CK1399,CT2023_098,98,1216,1221,20,flasher,65,36,corner,Y,23_146,NA,1022043,26-30,989.001042,44853,556,17735,V13,2,1,0,4.5,4.8,0,0,0,0,0,RECAPTURED (see file)
CK1400,CT2023_100,100,1315,1318,20,flasher,72,43,eye,Y,23_147,NA,1022043,31-35,989.001042,44884,NA,NA,NA,3,1,1,7.5,8.1,0,0,0,0,0,
CK1401,CT2023_100,100,1318,1321,12,spoon,62,34,lower jaw,N,23_148,NA,1022043,36-40,989.001042,44946,NA,NA,NA,1,1,1,2.4,2.8,0,0,0,0,0,
CK1402,CT2023_100,100,1321,1324,30,flasher,57,33,lower jaw,N,23_149,NA,1022043,41-45,989.001042,44861,NA,NA,NA,0,0,0,4.3,4.6,0,0,0,0,0,
CK1403,CT2023_100,100,1328,1331,30,flasher,57,33,lower jaw,Y,23_150,NA,1022043,46-50,989.001042,44935,NA,NA,NA,2,0,0,1.9,2.2,0,0,0,0,0,
CK1404,CT2023_100,100,1334,1336,28,flasher,61,38,lower jaw,Y,23_151,NA,1022044,5-Jan,989.001042,44860,NA,NA,NA,3,1,0,5.3,6.5,0,0,0,0,0,
CK1405,CT2023_101,101,1340,1344,12,spoon,73,40,lower jaw,Y,23_152,NA,1022044,10-Jun,989.001042,44949,546,13508,V13_redeploy,3,1,1,5.5,6.8,0,0,0,0,0,blood; RECAPTURED (see file)
CK1406,CT2023_101,101,1345,1348,28,flasher,61,33,corner,N,23_153,NA,1022044,15-Nov,989.001042,44868,NA,NA,NA,2,1,1,1.1,1.8,0,0,0,0,0,
CK1407,CT2023_101,101,1350,1351,14,spoon,63,37,eye,N,23_154,NA,1022044,16-20,989.001042,44882,NA,NA,NA,3,1,1,5,5.3,0,0,0,0,0,
CK1408,CT2023_101,101,1352,1355,18,flasher,73,43,corner,N,23_155,NA,1022044,21-25,989.001042,44933,554,17736,V13,1,2,2,4.7,4.6,0,0,0,0,0,
CK1409,CT2023_101,101,1356,1400,26,spoon,71,41,corner,N,23_156,NA,1022044,26-30,989.001042,44869,555,17737,V13,0,2,2,6.5,5.2,0,0,0,0,0,
CK1410,CT2023_102,102,1403,1405,30,flasher,63,36,lower jaw,N,23_157,NA,1022044,31-35,989.001042,44928,NA,NA,NA,2,2,2,7.7,7.5,0,0,0,0,0,
CK1411,CT2023_102,102,1406,1411,20,flasher,80,47,snout,Y,23_158,NA,1022044,36-40,989.001042,44914,557,17738,V13,0,2,1,4,4.4,0,0,0,0,0,RECAPTURED see file
CK1412,CT2023_102,102,1415,1419,24,spoon,59,32,corner,Y,23_159,NA,1022044,41-45,989.001042,44862,NA,NA,NA,0,0,0,2.6,3.4,0,0,0,0,0,
CK1413,CT2023_103,103,1440,1442,24,spoon,62,36,corner,N,23_160,NA,1022044,46-50,989.001042,44907,NA,NA,NA,3,1,0,NA,NA,0,0,0,0,0,fatmeter died
CK1414,CT2023_107,107,933,936,22,flasher,60,32,corner,Y,23_161,NA,1022045,5-Jan,989.001042,44878,NA,NA,NA,2,1,0,0.7,0.7,0,0,0,0,0,
CK1415,CT2023_107,107,959,952,20,flasher,61,35,corner,N,23_162,NA,1022045,10-Jun,989.001042,44894,NA,NA,NA,0,1,0,1.7,1.6,0,0,0,0,0,
CK1416,CT2023_107,107,1001,1005,20,flasher,68,42,corner,N,23_163,NA,1022045,15-Nov,989.001042,44855,558,17739,V13,2,1,3,18.9,19.8,0,0,0,0,0,
CK1417,CT2023_108,108,1017,1019,20,flasher,55,29,corner,Y,23_164,NA,1022045,16-20,989.001042,44865,NA,NA,NA,1,1,0,0.4,0.4,0,0,0,0,0,
CK1418,CT2023_108,108,1022,1027,18,spoon,69,39,corner,Y,23_165,NA,1022045,21-25,989.001042,44901,559,17740,V13,0,1,2,4.5,4.6,0,0,0,0,0,
CK1419,CT2023_108,108,1027,1030,18,spoon,75,47,corner,Y,23_166,NA,1022045,26-30,989.001042,44856,560,17741,V13,3,1,1,9.2,9.8,0,0,0,0,0,RECAPTURED see file
CK1420,CT2023_108,108,1031,1033,22,flasher,64,40,corner,Y,23_167,NA,1022045,31-35,989.001042,44867,NA,NA,NA,1,1,1,7.5,7.5,0,0,0,0,0,
CK1421,CT2023_108,108,1033,1036,28,flasher,62,35,corner,N,23_168,NA,1022045,36-40,NA,NA,NA,NA,NA,0,1,0,3.1,3.2,1,1,1,1,1,landed dead 
CK1422,CT2023_109,109,1044,1047,28,flasher,61,30,corner,Y,23_169,NA,1022045,41-45,989.001042,44885,NA,NA,NA,2,0,0,1.1,1.1,0,0,0,0,0,
CK1423,CT2023_109,109,1051,1053,22,flasher,73,44,corner,N,23_170,NA,1022045,46-50,989.001042,44920,561,17742,V13,0,1,1,6,7.1,0,0,0,0,0,
CK1424,CT2023_109,109,1055,1058,28,flasher,62,36,corner,N,23_171,NA,1022046,5-Jan,989.001042,44858,NA,NA,NA,2,0,0,7.8,7.2,0,0,0,0,0,
CK1425,CT2023_109,109,1058,1102,20,flasher,66,39,eye,N,23_172,NA,1022046,10-Jun,989.001042,44876,562,17743,V13,3,1,2,6.4,5.7,0,0,0,0,0,
CK1426,CT2023_110,110,1102,1105,30,flasher,57,35,lower jaw,Y,23_173,NA,1022046,15-Nov,989.001042,45291,NA,NA,NA,0,1,1,1.7,1.9,0,0,0,0,0,
CK1427,CT2023_110,110,1107,1110,28,flasher,62,35,corner,Y,23_174,NA,1022046,16-20,989.001042,45346,NA,NA,NA,0,1,0,4,4.2,0,0,0,0,0,
CK1428,CT2023_110,110,1111,1115,24,spoon,73,43,lower jaw,Y,23_175,NA,1022046,21-25,989.001042,45331,563,17744,V13,0,1,1,6.1,6.5,0,0,0,0,0,
CK1429,CT2023_110,110,1118,1122,24,spoon,82,47,lower jaw,N,23_176,NA,1022046,26-30,989.001042,45326,564,17745,V13,0,1,1,7.7,9.1,0,0,0,0,0,
